"","Parameter","If other","Unit","Type of infectious disease model","Mixing","Scale","Study","Pathogen","Variant/Strain","Host","Host type","Host breed","Host Age (group)","Host other characterics","Seeder / Inoculated vaccinated","Contact vaccinated","Vaccine","Value","Lower confidence/credible level","Upper confidence / credible level","Frequentist / Bayesian estimation","Estimation method","Remarks","Reference","doi","Filled in by:","ParameterType","Inoculated / Contact","Material","Test Type","Type of sample","Type of study","Time period","Country","Sampling purpose","Information level","Control pogramm in place","Type of programme","Coverage (regional/national)","Country status for the disease","Control plan type","Last updated","Link","Year","new_Reference","Transmission Parameters","Latent/incubation","Pathogen Survival","Diagnostic","Within Herd prevalence","Regional Prevalence","Control Programme"
"38","Other","length of infectious period for boar carcasses","Pert distribution",NA,NA,NA,"Observational","African Swine Fever",NA,"Pig",NA,NA,NA,NA,NA,NA,NA,0.0410958904109589,0.33972602739726,0.0712328767123288,NA,NA,"The Risk of Infection by African Swine Fever in European Swine Through Boar Movement and Legal Trade of Pigs and Pig Meat","Taylor et al., 2020","https://doi.org/10.3389/fvets.2019.00486","AA","Transmission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","Probability of transmission via indirect contact","Infective insect vector",NA,NA,NA,NA,"Observational","African Swine Fever",NA,"Pig",NA,NA,NA,NA,NA,NA,NA,0.00041,NA,NA,NA,NA,"Even though direct contact is likely to be the main transmission route from infected to susceptible hosts, recent epidemiological investigations have raised questions regarding the role of haematophagous arthropods, in particular the stable fly (Stomoxys calcitrans). In this study, we developed a mechanistic vector-borne transmission model for African Swine Fever virus (African Swine FeverV) within an outdoor domestic pig farm in order to assess the relative contribution of stable flies to the spread of the virus.","Vergne et al., 2020","https://doi.org/10.1111/tbed.13824","AA","Transmission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","Other","% of transmission events by infective insect vector",NA,NA,NA,NA,"Observational","African Swine Fever",NA,"Pig",NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,"Even though direct contact is likely to be the main transmission route from infected to susceptible hosts, recent epidemiological investigations have raised questions regarding the role of haematophagous arthropods, in particular the stable fly (Stomoxys calcitrans). In this study, we developed a mechanistic vector-borne transmission model for African Swine Fever virus (African Swine FeverV) within an outdoor domestic pig farm in order to assess the relative contribution of stable flies to the spread of the virus.","Vergne et al., 2020","https://doi.org/10.1111/tbed.13824","AA","Transmission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","Other","% of transmission events by infective insect vector",NA,NA,NA,NA,"Observational","African Swine Fever",NA,"Pig",NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,"Even though direct contact is likely to be the main transmission route from infected to susceptible hosts, recent epidemiological investigations have raised questions regarding the role of haematophagous arthropods, in particular the stable fly (Stomoxys calcitrans). In this study, we developed a mechanistic vector-borne transmission model for African Swine Fever virus (African Swine FeverV) within an outdoor domestic pig farm in order to assess the relative contribution of stable flies to the spread of the virus.","Vergne et al., 2020","https://doi.org/10.1111/tbed.13824","AA","Transmission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","Probability of transmission via indirect contact","Transport lorries",NA,NA,NA,NA,"Observational","African Swine Fever",NA,"Pig",NA,NA,NA,NA,NA,NA,NA,0.011,NA,NA,NA,NA,"A stochastic spatio-temporal state-transition model using simulated individual farm records was developed to assess silent African Swine Fever virus spread during different predefined HRPs of 10–60 days duration. Infection was seeded into farms of different pig production types in each of the 27 MS. Direct pig-to-pig transmission and indirect transmission routes (pig transport lorries and professional contacts) were considered the main pathways during the early stages of an epidemic. The model was parameterised using data collated from EUROSTAT, TRACES, a questionnaire sent to MS, and the scientific literature.","Nigsch et al., 2013","https://doi.org/10.1016/j.prevetmed.2012.11.003","AA","Transmission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","Probability of transmission via indirect contact","Professional contacts",NA,NA,NA,NA,"Observational","African Swine Fever",NA,"Pig",NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA,NA,"A stochastic spatio-temporal state-transition model using simulated individual farm records was developed to assess silent African Swine Fever virus spread during different predefined HRPs of 10–60 days duration. Infection was seeded into farms of different pig production types in each of the 27 MS. Direct pig-to-pig transmission and indirect transmission routes (pig transport lorries and professional contacts) were considered the main pathways during the early stages of an epidemic. The model was parameterised using data collated from EUROSTAT, TRACES, a questionnaire sent to MS, and the scientific literature.","Nigsch et al., 2013","https://doi.org/10.1016/j.prevetmed.2012.11.003","AA","Transmission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","Probability of transmission via indirect contact","Pig movements",NA,NA,NA,NA,"Observational","African Swine Fever",NA,"Pig",NA,NA,NA,NA,NA,NA,NA,0.0647,NA,NA,NA,NA,"A stochastic spatio-temporal state-transition model using simulated individual farm records was developed to assess silent African Swine Fever virus spread during different predefined HRPs of 10–60 days duration. Infection was seeded into farms of different pig production types in each of the 27 MS. Direct pig-to-pig transmission and indirect transmission routes (pig transport lorries and professional contacts) were considered the main pathways during the early stages of an epidemic. The model was parameterised using data collated from EUROSTAT, TRACES, a questionnaire sent to MS, and the scientific literature.","Nigsch et al., 2013","https://doi.org/10.1016/j.prevetmed.2012.11.003","AA","Transmission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","Other","movement distance of professional contact","0-10km",NA,NA,NA,"Observational","African Swine Fever",NA,"Pig",NA,NA,NA,NA,NA,NA,NA,0.72,NA,NA,NA,NA,"A stochastic spatio-temporal state-transition model using simulated individual farm records was developed to assess silent African Swine Fever virus spread during different predefined HRPs of 10–60 days duration. Infection was seeded into farms of different pig production types in each of the 27 MS. Direct pig-to-pig transmission and indirect transmission routes (pig transport lorries and professional contacts) were considered the main pathways during the early stages of an epidemic. The model was parameterised using data collated from EUROSTAT, TRACES, a questionnaire sent to MS, and the scientific literature.","Nigsch et al., 2013","https://doi.org/10.1016/j.prevetmed.2012.11.003","AA","Transmission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","Other","movement distance of professional contact","10-20km",NA,NA,NA,"Observational","African Swine Fever",NA,"Pig",NA,NA,NA,NA,NA,NA,NA,0.08,NA,NA,NA,NA,"A stochastic spatio-temporal state-transition model using simulated individual farm records was developed to assess silent African Swine Fever virus spread during different predefined HRPs of 10–60 days duration. Infection was seeded into farms of different pig production types in each of the 27 MS. Direct pig-to-pig transmission and indirect transmission routes (pig transport lorries and professional contacts) were considered the main pathways during the early stages of an epidemic. The model was parameterised using data collated from EUROSTAT, TRACES, a questionnaire sent to MS, and the scientific literature.","Nigsch et al., 2013","https://doi.org/10.1016/j.prevetmed.2012.11.003","AA","Transmission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","Other","movement distance of professional contact","20-30km",NA,NA,NA,"Observational","African Swine Fever",NA,"Pig",NA,NA,NA,NA,NA,NA,NA,0.08,NA,NA,NA,NA,"A stochastic spatio-temporal state-transition model using simulated individual farm records was developed to assess silent African Swine Fever virus spread during different predefined HRPs of 10–60 days duration. Infection was seeded into farms of different pig production types in each of the 27 MS. Direct pig-to-pig transmission and indirect transmission routes (pig transport lorries and professional contacts) were considered the main pathways during the early stages of an epidemic. The model was parameterised using data collated from EUROSTAT, TRACES, a questionnaire sent to MS, and the scientific literature.","Nigsch et al., 2013","https://doi.org/10.1016/j.prevetmed.2012.11.003","AA","Transmission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","Other","movement distance of professional contact","30-100km",NA,NA,NA,"Observational","African Swine Fever",NA,"Pig",NA,NA,NA,NA,NA,NA,NA,0.12,NA,NA,NA,NA,"A stochastic spatio-temporal state-transition model using simulated individual farm records was developed to assess silent African Swine Fever virus spread during different predefined HRPs of 10–60 days duration. Infection was seeded into farms of different pig production types in each of the 27 MS. Direct pig-to-pig transmission and indirect transmission routes (pig transport lorries and professional contacts) were considered the main pathways during the early stages of an epidemic. The model was parameterised using data collated from EUROSTAT, TRACES, a questionnaire sent to MS, and the scientific literature.","Nigsch et al., 2013","https://doi.org/10.1016/j.prevetmed.2012.11.003","AA","Transmission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","Other","movement distance of lorries","0-15km",NA,NA,NA,"Observational","African Swine Fever",NA,"Pig",NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,"A stochastic spatio-temporal state-transition model using simulated individual farm records was developed to assess silent African Swine Fever virus spread during different predefined HRPs of 10–60 days duration. Infection was seeded into farms of different pig production types in each of the 27 MS. Direct pig-to-pig transmission and indirect transmission routes (pig transport lorries and professional contacts) were considered the main pathways during the early stages of an epidemic. The model was parameterised using data collated from EUROSTAT, TRACES, a questionnaire sent to MS, and the scientific literature.","Nigsch et al., 2013","https://doi.org/10.1016/j.prevetmed.2012.11.003","AA","Transmission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","Other","movement distance of lorries","15-55km",NA,NA,NA,"Observational","African Swine Fever",NA,"Pig",NA,NA,NA,NA,NA,NA,NA,0.45,NA,NA,NA,NA,"A stochastic spatio-temporal state-transition model using simulated individual farm records was developed to assess silent African Swine Fever virus spread during different predefined HRPs of 10–60 days duration. Infection was seeded into farms of different pig production types in each of the 27 MS. Direct pig-to-pig transmission and indirect transmission routes (pig transport lorries and professional contacts) were considered the main pathways during the early stages of an epidemic. The model was parameterised using data collated from EUROSTAT, TRACES, a questionnaire sent to MS, and the scientific literature.","Nigsch et al., 2013","https://doi.org/10.1016/j.prevetmed.2012.11.003","AA","Transmission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","Other","movement distance of lorries","55-110km",NA,NA,NA,"Observational","African Swine Fever",NA,"Pig",NA,NA,NA,NA,NA,NA,NA,0.45,NA,NA,NA,NA,"A stochastic spatio-temporal state-transition model using simulated individual farm records was developed to assess silent African Swine Fever virus spread during different predefined HRPs of 10–60 days duration. Infection was seeded into farms of different pig production types in each of the 27 MS. Direct pig-to-pig transmission and indirect transmission routes (pig transport lorries and professional contacts) were considered the main pathways during the early stages of an epidemic. The model was parameterised using data collated from EUROSTAT, TRACES, a questionnaire sent to MS, and the scientific literature.","Nigsch et al., 2013","https://doi.org/10.1016/j.prevetmed.2012.11.003","AA","Transmission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","Other","movement distance of lorries","110-150km",NA,NA,NA,"Observational","African Swine Fever",NA,"Pig",NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,"A stochastic spatio-temporal state-transition model using simulated individual farm records was developed to assess silent African Swine Fever virus spread during different predefined HRPs of 10–60 days duration. Infection was seeded into farms of different pig production types in each of the 27 MS. Direct pig-to-pig transmission and indirect transmission routes (pig transport lorries and professional contacts) were considered the main pathways during the early stages of an epidemic. The model was parameterised using data collated from EUROSTAT, TRACES, a questionnaire sent to MS, and the scientific literature.","Nigsch et al., 2013","https://doi.org/10.1016/j.prevetmed.2012.11.003","AA","Transmission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","Probability of transmission via indirect contact",NA,NA,NA,NA,NA,"Experimental Stable","African Swine Fever","Georgia 2007/1","Pig",NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,"this value provided in Lee et al., 2020 (https://doi.org/10.1111%2Ftbed.13802) with reference of Guinat et al., 2016 (https://doi.org/10.1017%2FS0950268815000862)","Guinat et al., 2016","https://doi.org/10.1017%2FS0950268815000862","AA","Transmission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","Transmission parameter","between pen",NA,NA,NA,NA,"Experimental Stable","African Swine Fever","Georgia 2007/1","Pig",NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,"Experimental pig-to-pig transmission dynamics for African swine fever virus, Georgia 2007/1 strain","Guinat et al., 2016","https://doi.org/10.1017%2FS0950268815000862","AA","Transmission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","Transmission parameter","within pen",NA,NA,NA,NA,"Experimental Stable","African Swine Fever","Georgia 2007/1","Pig",NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,"Experimental pig-to-pig transmission dynamics for African swine fever virus, Georgia 2007/1 strain","Guinat et al., 2016","https://doi.org/10.1017%2FS0950268815000862","AA","Transmission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","Probability of transmission via indirect contact","indirect contact on large farms",NA,NA,NA,NA,"Observational","African Swine Fever",NA,"Pig",NA,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,"A stochastic simulation model of African swine fever transmission in domestic pig farms in the Red River Delta region in Vietnam","Lee et al., 2020","https://doi.org/10.1111%2Ftbed.13802","AA","Transmission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
